id,link,name,brand,rel_year,rel_decade,notes,occasion,occasion_numbers,scent,longevity,sillage,bottle,value_for_money,season,season_numbers,style,style_numbers,type,type_numbers
422,https://www.parfumo.com/Perfumes/Louis_Vuitton/imagination,Imagination  ,Louis Vuitton,2021,2020,"['Chinese black tea CO2', 'Calabrian bergamot', 'Ambrox', 'Ceylonese cinnamon', 'Nigerian ginger', 'Sicilian cedar', 'Tunisian neroli']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[24, 13, 23, 12, 18, 10]",8.9,7.8,7.6,8.7,6.3,"['Winter', 'Fall', 'Summer', 'Spring']","[5, 14, 43, 38]","['Masculine', 'Feminine', 'Classic', 'Modern']","[43, 13, 14, 30]","['Citrus', 'Spicy', 'Sweet', 'Green', 'Fruity', 'Fresh', 'Aquatic']","[27, 7, 5, 9, 5, 29, 17]"
423,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/le-male-le-parfum,Le Mâle Le Parfum  ,Jean Paul Gaultier,2020,2020,"['Cardamom', 'Iris', 'Lavender', 'Vanilla', 'Oriental woods']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[13, 18, 30, 9, 30]",8.4,8.1,7.7,8.3,8.2,"['Winter', 'Fall', 'Summer', 'Spring']","[37, 37, 6, 20]","['Masculine', 'Classic', 'Modern']","[51, 16, 33]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Woody', 'Gourmand', 'Creamy']","[21, 26, 13, 13, 11, 7, 8]"
424,https://www.parfumo.com/Perfumes/Kilian/angels-share,Angels' Share  ,Kilian,2020,2020,"['Cognac', 'Cinnamon', 'Tonka bean absolute', 'Oak wood absolute', 'Praliné', 'Vanilla', 'Sandalwood']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[6, 16, 36, 5, 37]",8.7,8.4,8.2,9.1,7.0,"['Winter', 'Fall', 'Spring']","[49, 42, 9]","['Masculine', 'Feminine', 'Classic', 'Modern']","[35, 30, 17, 17]","['Spicy', 'Sweet', 'Oriental', 'Woody', 'Gourmand', 'Creamy']","[20, 27, 9, 12, 26, 6]"
425,https://www.parfumo.com/Perfumes/Xerjoff/torino21,Torino21  ,XerJoff,2021,2020,"['Mint', 'Lemon', 'Basil', 'Thyme', 'Blackcurrant', 'Jasmine', 'Lavender', 'Rosemary', 'Musk', 'Vervain']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[26, 16, 26, 9, 17, 7]",8.6,7.7,7.5,9.1,7.0,"['Fall', 'Summer', 'Spring']","[7, 52, 41]","['Masculine', 'Feminine', 'Classic', 'Modern']","[40, 17, 13, 29]","['Citrus', 'Spicy', 'Green', 'Fruity', 'Fresh', 'Floral', 'Aquatic']","[27, 7, 20, 5, 28, 5, 9]"
426,https://www.parfumo.com/Perfumes/Dior/sauvage-elixir,Sauvage Elixir  ,Dior,2021,2020,"['Nutmeg', 'Cardamom', 'Cinnamon', 'Grapefruit', 'Provençal lavender', 'Liquorice', 'Amber notes', 'Woods', 'Haitian vetiver', 'Patchouli']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[13, 17, 28, 13, 29]",8.1,9.1,8.8,8.1,7.1,"['Winter', 'Fall', 'Summer', 'Spring']","[33, 35, 9, 22]","['Masculine', 'Classic', 'Modern']","[52, 27, 21]","['Spicy', 'Synthetic', 'Sweet', 'Oriental', 'Woody', 'Fresh', 'Fougère']","[28, 10, 16, 6, 22, 13, 6]"
427,https://www.parfumo.com/Perfumes/Parfums_de_Marly/althair,Althaïr  ,Parfums de Marly,2023,2020,"['Cinnamon', 'Orange blossom', 'Bergamot', 'Bourbon vanilla', 'Elemi resin', 'Praliné', 'Ambrox', 'Gaiac wood', 'Musk']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[13, 18, 30, 8, 32]",8.3,8.4,8.1,8.0,6.9,"['Winter', 'Fall', 'Spring']","[44, 43, 13]","['Masculine', 'Feminine', 'Classic', 'Modern']","[40, 18, 15, 27]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Woody', 'Gourmand', 'Creamy']","[14, 26, 5, 5, 8, 23, 18]"
428,https://www.parfumo.com/Perfumes/Xerjoff/tony-iommi-monkey-special,Tony Iommi Monkey Special  ,XerJoff,2021,2020,"['Passion fruit', 'Rum', 'Bulgarian geranium', 'Calabrian bergamot', 'Leather', 'Singapore patchouli', 'Bulgarian rose', 'Cinnamon', 'Caramel', 'Ambergris', 'Australian sandalwood', 'Labdanum', 'Musk', 'Tonka bean', 'Vanilla']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[5, 18, 36, 4, 37]",8.5,9.0,8.7,9.2,7.0,"['Winter', 'Fall', 'Summer', 'Spring']","[38, 39, 6, 17]","['Masculine', 'Feminine', 'Classic', 'Modern']","[48, 9, 23, 19]","['Spicy', 'Sweet', 'Smoky', 'Oriental', 'Leathery', 'Woody', 'Gourmand', 'Fruity']","[19, 19, 8, 7, 18, 11, 7, 12]"
429,https://www.parfumo.com/Perfumes/Lattafa/khamrah,Khamrah  ,Lattafa / لطافة,2022,2020,"['Cinnamon', 'Nutmeg', 'Bergamot', 'Date', 'Praliné', 'Mahonial®', 'Tuberose', 'Roasted tonka bean', 'Vanilla', 'Amberwood', 'Benzoin Siam', 'Akigalawood®', 'Myrrh']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[9, 18, 33, 5, 35]",8.1,8.5,8.2,8.2,9.3,"['Winter', 'Fall', 'Spring']","[49, 42, 9]","['Masculine', 'Feminine', 'Classic', 'Modern']","[35, 29, 15, 22]","['Spicy', 'Sweet', 'Oriental', 'Woody', 'Gourmand', 'Creamy']","[16, 26, 17, 6, 24, 10]"
430,https://www.parfumo.com/Perfumes/Zara/sunrise-on-the-red-sand-dunes-eau-de-parfum,Sunrise on the Red Sand Dunes ,Zara,2023,2020,"['Bergamot', 'Mandarin orange', 'Amber', 'Blackcurrant', 'Ginger', 'Orange blossom', 'Tonka bean']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[26, 17, 25, 8, 18, 7]",8.1,6.5,6.5,6.7,9.2,"['Fall', 'Summer', 'Spring']","[12, 47, 41]","['Masculine', 'Feminine', 'Classic', 'Modern']","[40, 17, 11, 32]","['Citrus', 'Synthetic', 'Sweet', 'Fruity', 'Fresh', 'Aquatic']","[27, 9, 11, 19, 27, 6]"
431,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/le-male-elixir,Le Mâle Elixir  ,Jean Paul Gaultier,2023,2020,"['Tonka bean', 'Benzoin', 'Lavender', 'Artemisia', 'Bergamot', 'Cinnamon', 'Labdanum', 'Patchouli', 'Spearmint']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[9, 20, 33, 5, 33]",8.3,8.6,8.3,8.6,8.1,"['Winter', 'Fall', 'Spring']","[43, 40, 16]","['Masculine', 'Feminine', 'Classic', 'Modern']","[46, 8, 10, 35]","['Spicy', 'Synthetic', 'Sweet', 'Powdery', 'Oriental', 'Gourmand', 'Creamy']","[14, 6, 28, 8, 6, 22, 16]"
