id,link,name,brand,rel_year,rel_decade,notes,occasion,occasion_numbers,scent,longevity,sillage,bottle,value_for_money,season,season_numbers,style,style_numbers,type,type_numbers
622,https://www.parfumo.com/Perfumes/Tom_Ford/Oud_Wood_Eau_de_Parfum,Oud Wood ,Tom Ford,2007,2000,"['Cardamom', 'Oud', 'Sandalwood', 'Pink pepper', 'Rosewood', 'Amber', 'Tonka bean', 'Vetiver']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[16, 16, 25, 15, 28]",8.5,7.1,7.1,8.0,6.0,"['Winter', 'Fall', 'Summer', 'Spring']","[33, 36, 9, 22]","['Masculine', 'Feminine', 'Classic', 'Modern']","[47, 8, 27, 18]","['Spicy', 'Sweet', 'Smoky', 'Oriental', 'Woody', 'Resinous', 'Earthy']","[23, 7, 9, 13, 30, 10, 7]"
623,https://www.parfumo.com/Perfumes/Amouage/Reflection_Man,Reflection Man  ,Amouage,2007,2000,"['Bitter orange leaf', 'Red pepper', 'Rosemary', 'Neroli', 'Jasmine', 'Iris', 'Ylang-ylang', 'Sandalwood', 'Haitian vetiver', 'Virginia cedar', 'Patchouli']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[21, 4, 20, 19, 19, 18]",8.5,8.1,7.7,8.7,6.6,"['Winter', 'Fall', 'Summer', 'Spring']","[15, 27, 26, 32]","['Masculine', 'Feminine', 'Classic', 'Modern']","[47, 8, 21, 24]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Woody', 'Fresh', 'Creamy', 'Floral']","[9, 16, 12, 6, 10, 18, 7, 22]"
624,https://www.parfumo.com/Perfumes/Tom_Ford/Tobacco_Vanille_Eau_de_Parfum,Tobacco Vanille ,Tom Ford,2007,2000,"['Vanilla', 'Tobacco', 'Dried fruits', 'Cocoa', 'Ginger', 'Resins', 'Tonka bean']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[8, 16, 34, 7, 35]",8.3,8.7,8.4,8.1,6.5,"['Winter', 'Fall', 'Spring']","[49, 41, 10]","['Masculine', 'Feminine', 'Classic', 'Modern']","[43, 21, 22, 14]","['Spicy', 'Sweet', 'Smoky', 'Oriental', 'Woody', 'Gourmand']","[24, 25, 13, 12, 9, 16]"
625,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/La_Nuit_de_L_Homme_Eau_de_Toilette,La Nuit de L'Homme ,Yves Saint Laurent,2009,2000,"['Cardamom', 'Bergamot', 'Lavender', 'Black pepper', 'Cedarwood', 'Tonka bean', 'Vetiver']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[14, 17, 28, 12, 30]",8.4,6.5,6.5,7.5,7.4,"['Winter', 'Fall', 'Summer', 'Spring']","[28, 33, 13, 26]","['Masculine', 'Feminine', 'Classic', 'Modern']","[49, 5, 17, 29]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Woody', 'Fresh']","[28, 27, 6, 13, 15, 10]"
626,https://www.parfumo.com/Perfumes/Hermes/Terre_d_Hermes_Eau_de_Toilette,Terre d'Hermès ,Hermès,2006,2000,"['Vetiver', 'Cedar', 'Orange', 'Grapefruit', 'Flintstone', 'Geranium leaf', 'Pepper', 'Benzoin', 'Patchouli', 'Pink pepper']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[24, 5, 20, 14, 22, 15]",8.1,7.8,7.4,7.7,7.7,"['Winter', 'Fall', 'Summer', 'Spring']","[17, 29, 24, 30]","['Masculine', 'Feminine', 'Classic', 'Modern']","[50, 5, 29, 15]","['Citrus', 'Spicy', 'Woody', 'Green', 'Fresh', 'Earthy']","[18, 18, 23, 7, 15, 20]"
627,https://www.parfumo.com/Perfumes/Lalique/Encre_Noire_Eau_de_Toilette,Encre Noire ,Lalique,2006,2000,"['Cypress', 'Vetiveryl acetate', 'Bourbon vetiver', 'Haitian vetiver', 'Cashmere wood', 'Musk']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[19, 20, 20, 16, 25]",7.8,7.8,7.3,8.1,9.0,"['Winter', 'Fall', 'Summer', 'Spring']","[31, 37, 9, 23]","['Masculine', 'Feminine', 'Classic', 'Modern']","[50, 9, 28, 13]","['Spicy', 'Smoky', 'Woody', 'Resinous', 'Green', 'Fresh', 'Earthy']","[13, 14, 27, 7, 12, 5, 22]"
628,https://www.parfumo.com/Perfumes/Rabanne/1_Million_Eau_de_Toilette,1 Million ,Rabanne,2008,2000,"['Red mandarin orange', 'Peppermint', 'Cinnamon', 'Rose absolute', 'Amberketal', 'Leather']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[12, 19, 32, 7, 30]",6.8,7.9,7.9,6.5,7.2,"['Winter', 'Fall', 'Summer', 'Spring']","[34, 34, 11, 21]","['Masculine', 'Feminine', 'Classic', 'Modern']","[46, 7, 7, 40]","['Spicy', 'Synthetic', 'Sweet', 'Oriental', 'Leathery', 'Woody', 'Gourmand', 'Fruity']","[19, 12, 28, 13, 5, 7, 7, 10]"
629,https://www.parfumo.com/Perfumes/Creed/Virgin_Island_Water,Virgin Island Water  ,Creed,2007,2000,"['Bergamot', 'Key lime', 'Tropical fruits', 'Coconut milk', 'Coconut water', 'Jasmine', 'White blossoms', 'Tonka bean', 'White musk']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[23, 10, 28, 13, 15, 11]",8.3,7.0,6.6,7.9,6.0,"['Fall', 'Summer', 'Spring']","[7, 55, 37]","['Masculine', 'Feminine', 'Classic', 'Modern']","[35, 31, 10, 24]","['Citrus', 'Sweet', 'Gourmand', 'Fruity', 'Fresh', 'Creamy', 'Floral']","[23, 18, 6, 17, 24, 9, 5]"
630,https://www.parfumo.com/Perfumes/Nasomatto/Black_Afgano,Black Afgano ,Nasomatto,2009,2000,[],"['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[6, 18, 35, 5, 36]",8.1,9.2,8.7,8.6,7.3,"['Winter', 'Fall', 'Summer', 'Spring']","[40, 39, 6, 15]","['Masculine', 'Feminine', 'Classic', 'Modern']","[47, 15, 23, 15]","['Spicy', 'Sweet', 'Smoky', 'Oriental', 'Woody', 'Resinous', 'Earthy', 'Animal']","[16, 7, 16, 10, 19, 17, 8, 6]"
631,https://www.parfumo.com/Perfumes/Amouage/Jubilation_25_for_Men,Jubilation XXV Man  ,Amouage,2008,2000,"['Blackberry', 'Frankincense', 'Coriander', 'Davana', 'Labdanum', 'Orange', 'Clove', 'Cinnamon', 'Gaiac wood', 'Honey', 'Laurel', 'Rose', 'Celery seed', 'Orchid', 'Myrrh', 'Atlas cedar', 'Moss', 'Musk', 'Omanian ambergris', 'Opoponax', 'Oud', 'Patchouli', 'Tree moss', 'Immortelle']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[11, 16, 30, 12, 31]",8.3,8.1,7.6,8.7,6.7,"['Winter', 'Fall', 'Summer', 'Spring']","[33, 36, 9, 23]","['Masculine', 'Feminine', 'Classic', 'Modern']","[51, 8, 29, 13]","['Spicy', 'Sweet', 'Smoky', 'Oriental', 'Woody', 'Resinous', 'Fruity']","[19, 9, 10, 20, 16, 12, 13]"
